item,ordqty_norm,shipqty_norm,unit_fill_rate_pct
ESS81628,141.0,133.0,94.32624113475177
ACC54129,1077.0,1016.0,94.33611884865367
RAC76461,159.0,150.0,94.33962264150944
SAF3088,53.0,50.0,94.33962264150944
LTH1000E,53.0,50.0,94.33962264150944
CMC812,389.0,367.0,94.34447300771208
EVEELCRV3BP-2,283.0,267.0,94.34628975265018
ESS1536G-OX,8604.0,8118.0,94.35146443514644
RED31-120,2851.0,2690.0,94.35285864608909
OIC92912,4003.0,3777.0,94.35423432425681
BOSSSP-99,124.0,117.0,94.35483870967742
MMM671-4AN,372.0,351.0,94.35483870967742
SMD70188,124.0,117.0,94.35483870967742
AOPSBL42,195.0,184.0,94.35897435897436
FEL00524,142.0,134.0,94.36619718309859
AVE30585,71.0,67.0,94.36619718309859
TOP3878,142.0,134.0,94.36619718309859
SAN20066,284.0,268.0,94.36619718309859
FSK95900,213.0,201.0,94.36619718309859
CRD18062,142.0,134.0,94.36619718309859
GLWC1534G,7180.0,6776.0,94.3732590529248
SPR11353,160.0,151.0,94.375
SPR31440,3876.0,3658.0,94.37564499484004
SPR02069,1298.0,1225.0,94.37596302003082
QUA89920,249.0,235.0,94.37751004016064
WIMH91503,89.0,84.0,94.38202247191012
AAGPM28-28,178.0,168.0,94.38202247191012
OIC98620,196.0,185.0,94.38775510204081
ZPC20010,1569.0,1481.0,94.39133205863607
WLJ901-10,107.0,101.0,94.39252336448598
STD9706-3DZ,107.0,101.0,94.39252336448598
SPR25382,232.0,219.0,94.39655172413794
SMD26710,1571.0,1483.0,94.39847231063017
WEVCO983,125.0,118.0,94.4
NAT22327,804.0,759.0,94.40298507462687
AVE72262,161.0,152.0,94.40993788819875
ESS1526ET2/5OX,3328.0,3142.0,94.4110576923077
PAP70502,1360.0,1284.0,94.41176470588235
GPC714C,1844.0,1741.0,94.41431670281996
LEX13L0034,215.0,203.0,94.4186046511628
SPRSP521/5-AST,736.0,695.0,94.42934782608695
SPRTCW10,449.0,424.0,94.43207126948775
GUS59-706,2498.0,2359.0,94.435548438751
AMP22-030,1726.0,1630.0,94.4380069524913
TAB40562,72.0,68.0,94.44444444444444
DTM87328       ,18.0,17.0,94.44444444444444
SMD57170,36.0,34.0,94.44444444444444
XER8R7973,36.0,34.0,94.44444444444444
SPR19808,90.0,85.0,94.44444444444444
AVE22-207,558.0,527.0,94.44444444444444
AVE47852,54.0,51.0,94.44444444444444
MMMAKT100N,18.0,17.0,94.44444444444444
MDH76555,54.0,51.0,94.44444444444444
RUB4A18TPSILVR,18.0,17.0,94.44444444444444
RUB15682,54.0,51.0,94.44444444444444
MAVFH-27,72.0,68.0,94.44444444444444
AVT86201,36.0,34.0,94.44444444444444
ANGAP-92-L3X-BK,54.0,51.0,94.44444444444444
XER106R367,18.0,17.0,94.44444444444444
PAC91750,18.0,17.0,94.44444444444444
SHRFO-44ND,54.0,51.0,94.44444444444444
PCEKX-TGA510M,18.0,17.0,94.44444444444444
DTM87119,36.0,34.0,94.44444444444444
RUB643600,18.0,17.0,94.44444444444444
SPR62466,234.0,221.0,94.44444444444444
SAF4078,36.0,34.0,94.44444444444444
SMD70540       ,180.0,170.0,94.44444444444444
RUB02364,36.0,34.0,94.44444444444444
HPG12749-0,162.0,153.0,94.44444444444444
CCS11150,216.0,204.0,94.44444444444444
TAB54537,72.0,68.0,94.44444444444444
AAGG235-53,54.0,51.0,94.44444444444444
TCO10700,162.0,153.0,94.44444444444444
CRO250305,18.0,17.0,94.44444444444444
SYOTRC-530M,18.0,17.0,94.44444444444444
SPR02054,18.0,17.0,94.44444444444444
QRT20521,36.0,34.0,94.44444444444444
BOSSTH5019-3/8,108.0,102.0,94.44444444444444
BORE1462,144.0,136.0,94.44444444444444
GCM507014G09,18.0,17.0,94.44444444444444
QRT2016,18.0,17.0,94.44444444444444
AVE75009,54.0,51.0,94.44444444444444
AVE49489,162.0,153.0,94.44444444444444
ESS22100,108.0,102.0,94.44444444444444
ITYNPR-5BP-BU,144.0,136.0,94.44444444444444
SEL63042,3729.0,3522.0,94.44891391794047
ESS65003,3135.0,2961.0,94.44976076555024
AVE79-984,487.0,460.0,94.45585215605749
HEWHPC1117,469.0,443.0,94.45628997867804
RUB29893,415.0,392.0,94.4578313253012
SPR95006,4513.0,4263.0,94.46044759583425
ACM41418,343.0,324.0,94.46064139941691
WLJ719-4Y,1536.0,1451.0,94.46614583333333
MMM8981-48,235.0,222.0,94.46808510638297
ACC16046,1844.0,1742.0,94.46854663774404
WAU27126,217.0,205.0,94.47004608294931
ESS4152-1/5TEA,181.0,171.0,94.47513812154696
AVE11279,254.0,240.0,94.48818897637796
WLJ368-13NR,127.0,120.0,94.48818897637796
WAU75156,363.0,343.0,94.49035812672176
EVEEN95,363.0,343.0,94.49035812672176
SAN63136,1053.0,995.0,94.49192782526116
WLJ64,1580.0,1493.0,94.49367088607595
SAM17682,218.0,206.0,94.4954128440367
FEL96503,200.0,189.0,94.5
SPR01484,17331.0,16378.0,94.5011828515377
AVE17676,382.0,361.0,94.50261780104712
WLJ41941,182.0,172.0,94.50549450549451
SAF4173BL,91.0,86.0,94.50549450549451
FSK95827097,91.0,86.0,94.50549450549451
WLJS295-15-R,91.0,86.0,94.50549450549451
FEL46414,255.0,241.0,94.50980392156863
NUKB214,1166.0,1102.0,94.51114922813036
PENK230-MP,164.0,155.0,94.51219512195122
BRTM931,237.0,224.0,94.51476793248945
AVE21-381,766.0,724.0,94.51697127937337
COX91029,456.0,431.0,94.51754385964912
PAP88081,146.0,138.0,94.52054794520548
SAN22709,146.0,138.0,94.52054794520548
FEL00705-02,146.0,138.0,94.52054794520548
HEW92296T,73.0,69.0,94.52054794520548
RED42-382,146.0,138.0,94.52054794520548
WLG00508,438.0,414.0,94.52054794520548
RUB02386,73.0,69.0,94.52054794520548
AMP20-290,657.0,621.0,94.52054794520548
ARS9130,73.0,69.0,94.52054794520548
AVE30604,566.0,535.0,94.52296819787986
ELI70309,566.0,535.0,94.52296819787986
ACC25073,4932.0,4662.0,94.52554744525547
MEA06210,201.0,190.0,94.5273631840796
AAGSD374-13,329.0,311.0,94.52887537993921
AVE47989,128.0,121.0,94.53125
FEL00674,1959.0,1852.0,94.53802960694232
BRTTZ252,385.0,364.0,94.54545454545455
ACC71130,55.0,52.0,94.54545454545455
PMC65071,55.0,52.0,94.54545454545455
WIMH10832-400,110.0,104.0,94.54545454545455
QRTB31,110.0,104.0,94.54545454545455
PELK5,110.0,104.0,94.54545454545455
FEL98176,55.0,52.0,94.54545454545455
AAGPM54-28,147.0,139.0,94.5578231292517
OKI42377801,423.0,400.0,94.56264775413712
RUB96050,423.0,400.0,94.56264775413712
KMW12163,515.0,487.0,94.5631067961165
SMD18200,92.0,87.0,94.56521739130434
SONACE30A,92.0,87.0,94.56521739130434
SPR01152,368.0,348.0,94.56521739130434
ESS152TEA,184.0,174.0,94.56521739130434
GWC86110,92.0,87.0,94.56521739130434
PIL15001,2486.0,2351.0,94.56958970233306
HEWC4913A,221.0,209.0,94.57013574660634
IRS127003,258.0,244.0,94.57364341085271
EVEA95BP-8,129.0,122.0,94.57364341085271
NUKBR80N,1327.0,1255.0,94.5742275810098
SPR01263,3153.0,2982.0,94.57659372026642
WLJ384-14B,830.0,785.0,94.57831325301204
AVE08309,701.0,663.0,94.57917261055634
AVE05490,203.0,192.0,94.58128078817734
AVE01406,517.0,489.0,94.58413926499033
SPR21900,1700.0,1608.0,94.58823529411765
REARR3700,2384.0,2255.0,94.58892617449665
BULF5808,37.0,35.0,94.5945945945946
AVE06577,37.0,35.0,94.5945945945946
PIL28802,37.0,35.0,94.5945945945946
PAR30316,740.0,700.0,94.5945945945946
VER91250,111.0,105.0,94.5945945945946
HAZ47222970,111.0,105.0,94.5945945945946
URIMST35EPLWH,37.0,35.0,94.5945945945946
MMMC60-BK,74.0,70.0,94.5945945945946
ESS76502,74.0,70.0,94.5945945945946
EVEA92FP-12,74.0,70.0,94.5945945945946
SEL39260,37.0,35.0,94.5945945945946
PENBL40-A,555.0,525.0,94.5945945945946
ESS59200,148.0,140.0,94.5945945945946
BDY9116-15,37.0,35.0,94.5945945945946
PENPD147V,37.0,35.0,94.5945945945946
AVE03268,148.0,140.0,94.5945945945946
AVE05494,296.0,280.0,94.5945945945946
XER016-1891-00,37.0,35.0,94.5945945945946
GBC3740412,74.0,70.0,94.5945945945946
AVE01370,185.0,175.0,94.5945945945946
JOJ44910,1131.0,1070.0,94.60654288240495
GLW46FB-GRE,130.0,123.0,94.61538461538461
SPR74102,1430.0,1353.0,94.61538461538461
FEL99090,390.0,369.0,94.61538461538461
SPR02320,1003.0,949.0,94.6161515453639
CHI413,223.0,211.0,94.61883408071749
BAU85020,93.0,88.0,94.6236559139785
AVE12171,93.0,88.0,94.6236559139785
SPR21909,93.0,88.0,94.6236559139785
PIL36104,93.0,88.0,94.6236559139785
QUA54295,93.0,88.0,94.6236559139785
RUB263100GRAY,93.0,88.0,94.6236559139785
AAG70-950-50,298.0,282.0,94.63087248322148
RUB23600,447.0,423.0,94.63087248322148
TOP3409D,149.0,141.0,94.63087248322148
BICSGSF11-BK,168.0,159.0,94.64285714285714
MMM845-3,448.0,424.0,94.64285714285714
CCS50112,56.0,53.0,94.64285714285714
DYM1610-03,56.0,53.0,94.64285714285714
HEWC3836A,168.0,159.0,94.64285714285714
PAP80030,112.0,106.0,94.64285714285714
SPR02020,2804.0,2654.0,94.65049928673324
PIL36100,655.0,620.0,94.65648854961832
GPC061794,262.0,248.0,94.65648854961832
BDY5201-32,131.0,124.0,94.65648854961832
TOP21635,281.0,266.0,94.66192170818505
ELD23370,75.0,71.0,94.66666666666667
PENBK90-V,225.0,213.0,94.66666666666667
WEVCO856,75.0,71.0,94.66666666666667
PCEKX-FA135,300.0,284.0,94.66666666666667
ESS1526EG-OX,2719.0,2574.0,94.66715704303053
MMM7662,2213.0,2095.0,94.66787166741979
WLJ722-4BL,1295.0,1226.0,94.67181467181467
AVE06007,244.0,231.0,94.67213114754098
SPR02186,413.0,391.0,94.67312348668281
RUB38986,413.0,391.0,94.67312348668281
ALL21409,1577.0,1493.0,94.67343056436272
SPZINFO3,507.0,480.0,94.67455621301775
AAG76-950-05,376.0,356.0,94.68085106382979
AVE05526,94.0,89.0,94.68085106382979
FEL90675,94.0,89.0,94.68085106382979
AVE08461,94.0,89.0,94.68085106382979
AAGSK46-00,677.0,641.0,94.68242245199409
FALDMPT,301.0,285.0,94.6843853820598
MMF26420HVBLA,301.0,285.0,94.6843853820598
PIL11021,1280.0,1212.0,94.6875
MACMR1212-2,226.0,214.0,94.69026548672566
XER3R4901,471.0,446.0,94.69214437367303
HPG18640-0,1187.0,1124.0,94.69250210614996
SAU10517,358.0,339.0,94.6927374301676
AVE09900,264.0,250.0,94.6969696969697
ESSP3525,415.0,393.0,94.6987951807229
DURMN1604VR4Z,453.0,429.0,94.70198675496688
SAN69022,321.0,304.0,94.70404984423676
SPR5083SP,529.0,501.0,94.70699432892249
SAN95102,416.0,394.0,94.71153846153847
WIMH50202-400,454.0,430.0,94.7136563876652
MMMC25,246.0,233.0,94.71544715447155
BRTM521,303.0,287.0,94.71947194719472
REARR1407,322.0,305.0,94.72049689440993
CPM01924,1365.0,1293.0,94.72527472527473
AVE05342,19.0,18.0,94.73684210526316
WLJ384-54C,380.0,360.0,94.73684210526316
AVE05481,38.0,36.0,94.73684210526316
HUN1041,190.0,180.0,94.73684210526316
ESS152-1/3GRA,133.0,126.0,94.73684210526316
ELD60682,19.0,18.0,94.73684210526316
ELD23391,38.0,36.0,94.73684210526316
ESS4153-1/5,304.0,288.0,94.73684210526316
AVE30522,19.0,18.0,94.73684210526316
HUN951120,19.0,18.0,94.73684210526316
XER6R910,19.0,18.0,94.73684210526316
MAVFH-33,57.0,54.0,94.73684210526316
SMD10776,475.0,450.0,94.73684210526316
PCEKX-TSC14B,57.0,54.0,94.73684210526316
ESS4210-1/3RED,361.0,342.0,94.73684210526316
ESS4153-1/5BLA,76.0,72.0,94.73684210526316
ESS4153-1/5BGR,114.0,108.0,94.73684210526316
AAG76-03-05,209.0,198.0,94.73684210526316
TOP44148,57.0,54.0,94.73684210526316
APOSB93516,19.0,18.0,94.73684210526316
SMD06000,19.0,18.0,94.73684210526316
ARS5904-BK,76.0,72.0,94.73684210526316
ESS45269,38.0,36.0,94.73684210526316
MMF2410191A3,19.0,18.0,94.73684210526316
FEL84452,19.0,18.0,94.73684210526316
EPST034820,38.0,36.0,94.73684210526316
PAC67001,19.0,18.0,94.73684210526316
AAG70-923-74,19.0,18.0,94.73684210526316
MMMTL1000S,19.0,18.0,94.73684210526316
QUAR4492,57.0,54.0,94.73684210526316
XER113R00628,19.0,18.0,94.73684210526316
PLNS20,19.0,18.0,94.73684210526316
PAC57215,19.0,18.0,94.73684210526316
PATHAP625,38.0,36.0,94.73684210526316
SPR51502,19.0,18.0,94.73684210526316
QUA44017,57.0,54.0,94.73684210526316
FEL99945,76.0,72.0,94.73684210526316
AVE08162,380.0,360.0,94.73684210526316
XER13R544,38.0,36.0,94.73684210526316
MMMWR510,19.0,18.0,94.73684210526316
RUB25231,114.0,108.0,94.73684210526316
PMC09390,95.0,90.0,94.73684210526316
MMM1711,19.0,18.0,94.73684210526316
GCMGEN-27X,19.0,18.0,94.73684210526316
QUA40765,38.0,36.0,94.73684210526316
BICRM11-BE,304.0,288.0,94.73684210526316
QUA37685,19.0,18.0,94.73684210526316
OIC22212,76.0,72.0,94.73684210526316
AMP24-003,57.0,54.0,94.73684210526316
SHA40711,19.0,18.0,94.73684210526316
WEVCO768,76.0,72.0,94.73684210526316
KNI947193,19.0,18.0,94.73684210526316
BON32-110050,19.0,18.0,94.73684210526316
LTH5000EP,19.0,18.0,94.73684210526316
ACC21143,1430.0,1355.0,94.75524475524476
NAT01541,420.0,398.0,94.76190476190476
ESS1524E-OX,8804.0,8343.0,94.76374375283962
WAU82368,554.0,525.0,94.7653429602888
BOSB2000BK,363.0,344.0,94.76584022038567
SWI09901,172.0,163.0,94.76744186046511
DRA90158,172.0,163.0,94.76744186046511
ALL26645,478.0,453.0,94.76987447698745
REDA29C81,134.0,127.0,94.77611940298507
ESS53497,134.0,127.0,94.77611940298507
BICGSMG11-RD,766.0,726.0,94.7780678851175
AVE16282,211.0,200.0,94.7867298578199
AVE16239,499.0,473.0,94.78957915831663
RUB98600,96.0,91.0,94.79166666666667
DEFCM14433F,96.0,91.0,94.79166666666667
RED56-231,807.0,765.0,94.79553903345725
CRD19050,269.0,255.0,94.79553903345725
ESSP4612,173.0,164.0,94.79768786127168
BAU66100,77.0,73.0,94.8051948051948
SHREL344GB,154.0,146.0,94.8051948051948
BRTLC04M,77.0,73.0,94.8051948051948
KMW64332,77.0,73.0,94.8051948051948
LEO61601,154.0,146.0,94.8051948051948
AVE30721,77.0,73.0,94.8051948051948
HVRC2094,77.0,73.0,94.8051948051948
AAGSK48-00,539.0,511.0,94.8051948051948
FEL84140,135.0,128.0,94.81481481481481
RUB354000BG,270.0,256.0,94.81481481481481
LEO92220,193.0,183.0,94.81865284974093
MEA06710,1988.0,1885.0,94.81891348088531
DAXN17000N,831.0,788.0,94.82551143200963
QRT100TE,58.0,55.0,94.82758620689656
MMMAKT60,58.0,55.0,94.82758620689656
SMD67187,58.0,55.0,94.82758620689656
AMP21-262,58.0,55.0,94.82758620689656
FALDPSXL6,58.0,55.0,94.82758620689656
AVE05695,58.0,55.0,94.82758620689656
MER930,58.0,55.0,94.82758620689656
SMD73236,696.0,660.0,94.82758620689656
MMF264808BK,58.0,55.0,94.82758620689656
BOS02696,155.0,147.0,94.83870967741936
SAN60026,911.0,864.0,94.84083424807903
ELD27066,252.0,239.0,94.84126984126983
DYM30320,543.0,515.0,94.84346224677716
IMN00090,3356.0,3183.0,94.8450536352801
SAM17684,194.0,184.0,94.84536082474227
SHREL520VB,194.0,184.0,94.84536082474227
CRD18103,97.0,92.0,94.84536082474227
AVE05442,97.0,92.0,94.84536082474227
LEE10400,1165.0,1105.0,94.84978540772532
MFESTR5,913.0,866.0,94.85213581599123
ZPC71111,408.0,387.0,94.8529411764706
ESS7421CAN,272.0,258.0,94.8529411764706
WLJ368-49NHM,136.0,129.0,94.8529411764706
SPR02321,2566.0,2434.0,94.85580670303975
BICSCSF11-BLU,389.0,369.0,94.8586118251928
AVE49986,1771.0,1680.0,94.86166007905139
MMMR330NPL,1616.0,1533.0,94.86386138613861
DIX00100,604.0,573.0,94.86754966887418
MNK925084,643.0,610.0,94.86780715396579
QUAS3720,39.0,37.0,94.87179487179488
QRT363,39.0,37.0,94.87179487179488
FEL84262,39.0,37.0,94.87179487179488
BAUWJ0002,39.0,37.0,94.87179487179488
MEA33696,39.0,37.0,94.87179487179488
SPR01498,156.0,148.0,94.87179487179488
SPR01359,117.0,111.0,94.87179487179488
BRTHL5140,39.0,37.0,94.87179487179488
PIL16004,780.0,740.0,94.87179487179488
BDY1109-4,39.0,37.0,94.87179487179488
NIB752014244872,78.0,74.0,94.87179487179488
HWL17000,39.0,37.0,94.87179487179488
EPST033320,39.0,37.0,94.87179487179488
CNM8094A006,78.0,74.0,94.87179487179488
MFE01406,156.0,148.0,94.87179487179488
PMC08789,39.0,37.0,94.87179487179488
QRT87020,39.0,37.0,94.87179487179488
HOUH11041,39.0,37.0,94.87179487179488
QRT781G,39.0,37.0,94.87179487179488
AMP20264,3262.0,3095.0,94.88044144696505
DIX13080,508.0,482.0,94.88188976377953
SPR60000,215.0,204.0,94.88372093023256
RUB46606,528.0,501.0,94.88636363636364
CRD60518,4954.0,4701.0,94.89301574485265
SMD24100,568.0,539.0,94.8943661971831
MMF201-2028-89,98.0,93.0,94.89795918367346
POL624242,510.0,484.0,94.90196078431373
SMD11537,530.0,503.0,94.90566037735849
ROG14004,727.0,690.0,94.91059147180192
PIL28801,118.0,112.0,94.91525423728814
VUR2455,59.0,56.0,94.91525423728814
PAC1859775,59.0,56.0,94.91525423728814
SMD67090,59.0,56.0,94.91525423728814
TOP46147,177.0,168.0,94.91525423728814
FEL83123,59.0,56.0,94.91525423728814
RUB25238,59.0,56.0,94.91525423728814
FEL98921,256.0,243.0,94.921875
SPR12-1LB,985.0,935.0,94.9238578680203
BRTPC402RF,138.0,131.0,94.92753623188406
GBC4000064,217.0,206.0,94.93087557603687
SPR01075,217.0,206.0,94.93087557603687
PAP57424,592.0,562.0,94.93243243243244
PLNM170,79.0,75.0,94.9367088607595
QRT06355BK,237.0,225.0,94.9367088607595
RUB22730,158.0,150.0,94.9367088607595
DUCCS-55-6PK,1008.0,957.0,94.94047619047619
ELD23569,257.0,244.0,94.94163424124514
PENRL18-A,178.0,169.0,94.9438202247191
NUKBM319,178.0,169.0,94.9438202247191
CRD18761,99.0,94.0,94.94949494949495
VIOVC2012,218.0,207.0,94.95412844036697
SPR02322,1150.0,1092.0,94.95652173913044
ACC35072,238.0,226.0,94.95798319327731
AAGG545-00,278.0,264.0,94.96402877697842
GLW17090,298.0,283.0,94.96644295302013
AVE59105,1193.0,1133.0,94.97066219614418
PENK157-C,776.0,737.0,94.97422680412372
LEO73290,199.0,189.0,94.9748743718593
PAP31001,2648.0,2515.0,94.9773413897281
RED4K409,239.0,227.0,94.97907949790795
HPG10288-9,877.0,833.0,94.98289623717218
ABFDC4705,1057.0,1004.0,94.98580889309366
SEL49284,28655.0,27220.0,94.99214796719595
SAN69021,919.0,873.0,94.99455930359086
ELD23365,20.0,19.0,95.0
SMD12134       ,20.0,19.0,95.0
PENBKL7-B,140.0,133.0,95.0
DYM1570-01,40.0,38.0,95.0
MCNUSB333K,20.0,19.0,95.0
CCS00500,40.0,38.0,95.0
SET600,20.0,19.0,95.0
UNG93008,20.0,19.0,95.0
PELPS20DL,20.0,19.0,95.0
PAP52004,220.0,209.0,95.0
DIX10703,40.0,38.0,95.0
FEL99588,160.0,152.0,95.0
KMW62630,140.0,133.0,95.0
BDY6447-18,20.0,19.0,95.0
RIV04221,40.0,38.0,95.0
ANG1444P,80.0,76.0,95.0
FEL22308,40.0,38.0,95.0
FEL40912,80.0,76.0,95.0
POL627762,400.0,380.0,95.0
RAYI2D-B,20.0,19.0,95.0
AOP16034,20.0,19.0,95.0
PENPD237TD,40.0,38.0,95.0
DYM16963,20.0,19.0,95.0
AVE12502,40.0,38.0,95.0
MMMC38-BK,4280.0,4066.0,95.0
RUB29883,520.0,494.0,95.0
SMD10386       ,20.0,19.0,95.0
ESSP5812       ,20.0,19.0,95.0
CNMMP11DX,20.0,19.0,95.0
SUG40111,120.0,114.0,95.0
NUKRF187Y,20.0,19.0,95.0
AVE01023,40.0,38.0,95.0
MMMANP560,20.0,19.0,95.0
FDP24799,20.0,19.0,95.0
SAM17757,220.0,209.0,95.0
AVE05140       ,60.0,57.0,95.0
QUAS3813,20.0,19.0,95.0
PMC06370       ,20.0,19.0,95.0
SMD73805,20.0,19.0,95.0
PMC05209,40.0,38.0,95.0
BON14-016220,20.0,19.0,95.0
QUAR1462       ,40.0,38.0,95.0
HUN26358,20.0,19.0,95.0
QRTTE543A,20.0,19.0,95.0
SAF5268        ,20.0,19.0,95.0
HNI2000,40.0,38.0,95.0
SPR03607,801.0,761.0,95.00624219725343
ALL20165,701.0,666.0,95.00713266761768
FEL07241,501.0,476.0,95.00998003992017
MEA09910,1864.0,1771.0,95.0107296137339
SMD67904,4577.0,4349.0,95.01857111645182
SMD17134,261.0,248.0,95.01915708812261
SPR60014,502.0,477.0,95.0199203187251
MNB15153,482.0,458.0,95.02074688796681
ESS752-1/3-3,241.0,229.0,95.02074688796681
AVE11447,342.0,325.0,95.02923976608187
FEL22317,161.0,153.0,95.03105590062111
ALL20195,927.0,881.0,95.03775620280474
AVE08879,121.0,115.0,95.04132231404958
SPR01807,1454.0,1382.0,95.04814305364512
JOJ8123,283.0,269.0,95.0530035335689
AVE23-284,1497.0,1423.0,95.05678022712091
AAG70-822-05,263.0,250.0,95.05703422053232
PAP961-01,57339.0,54507.0,95.0609532778737
SAN22726,81.0,77.0,95.06172839506173
SMD20630,81.0,77.0,95.06172839506173
EPST034720,81.0,77.0,95.06172839506173
FEL91741,81.0,77.0,95.06172839506173
LEX10S0150,162.0,154.0,95.06172839506173
DOM600,142.0,135.0,95.07042253521126
PEN50-HB,5094.0,4843.0,95.07263447192776
ESS50125-70,528.0,502.0,95.07575757575758
SMD67170,61.0,58.0,95.08196721311475
AVE98109,61.0,58.0,95.08196721311475
AVE06532,122.0,116.0,95.08196721311475
HEWQ1989A,122.0,116.0,95.08196721311475
SPR62445,305.0,290.0,95.08196721311475
FEL00011,366.0,348.0,95.08196721311475
FEL68112,305.0,290.0,95.08196721311475
VER47123,122.0,116.0,95.08196721311475
SMD13034,244.0,232.0,95.08196721311475
PCERR930,183.0,174.0,95.08196721311475
RICSM3000,61.0,58.0,95.08196721311475
MMMPF400XLB,61.0,58.0,95.08196721311475
AVE04144,61.0,58.0,95.08196721311475
AVE17622,875.0,832.0,95.08571428571429
CRD18111,224.0,213.0,95.08928571428571
HEWC9723A,326.0,310.0,95.0920245398773
AVE11678,591.0,562.0,95.09306260575296
SAM17454,102.0,97.0,95.09803921568627
BICGPMP51-ASST,327.0,311.0,95.10703363914374
KMW64068,184.0,175.0,95.1086956521739
MMMH127,2556.0,2431.0,95.1095461658842
FIAFE1A10G,225.0,214.0,95.11111111111111
SAF2202,225.0,214.0,95.11111111111111
AMP20-810,839.0,798.0,95.11323003575686
RTG91032,307.0,292.0,95.11400651465799
SPRSP521/5-BGR,348.0,331.0,95.11494252873563
DEF63201,758.0,721.0,95.11873350923483
VIOVC3311,82.0,78.0,95.1219512195122
FEL97741,41.0,39.0,95.1219512195122
MCG580,41.0,39.0,95.1219512195122
RIV04105,82.0,78.0,95.1219512195122
WAU62321,287.0,273.0,95.1219512195122
TEIT94201,41.0,39.0,95.1219512195122
FEL99589,246.0,234.0,95.1219512195122
AVE74804,41.0,39.0,95.1219512195122
SWI74856,41.0,39.0,95.1219512195122
SAM80020,123.0,117.0,95.1219512195122
OBY1280,41.0,39.0,95.1219512195122
PIL28803,82.0,78.0,95.1219512195122
CCS55155,1334.0,1269.0,95.12743628185908
SAN62030,267.0,254.0,95.1310861423221
CMC164,267.0,254.0,95.1310861423221
AVE05408,226.0,215.0,95.13274336283186
AVE05354,144.0,137.0,95.13888888888889
AVT83635,144.0,137.0,95.13888888888889
ALL26325,350.0,333.0,95.14285714285714
PCEKX-FA65,721.0,686.0,95.14563106796116
HPG10317-6,1030.0,980.0,95.14563106796116
WAU79005,103.0,98.0,95.14563106796116
MMM202BX-1/2,103.0,98.0,95.14563106796116
SOF833,103.0,98.0,95.14563106796116
ACC59933,103.0,98.0,95.14563106796116
MFE88501,598.0,569.0,95.15050167224081
LEE13106,454.0,432.0,95.15418502202643
ESS752-1/3-1,248.0,236.0,95.16129032258064
CHADEC001,62.0,59.0,95.16129032258064
PPC00191,124.0,118.0,95.16129032258064
MEA39720,62.0,59.0,95.16129032258064
MMF2062104BW,62.0,59.0,95.16129032258064
SPZ04108,372.0,354.0,95.16129032258064
AVE03304,1303.0,1240.0,95.16500383729854
SMD10405,352.0,335.0,95.17045454545455
FEL93737,145.0,138.0,95.17241379310344
BSP44101,601.0,572.0,95.17470881863561
AVT75303,228.0,217.0,95.17543859649123
SMD77146,2073.0,1973.0,95.17607332368549
FDP19089,83.0,79.0,95.18072289156626
BRTTZ651,332.0,316.0,95.18072289156626
NAT01898,1579.0,1503.0,95.18682710576314
AVE05604,665.0,633.0,95.18796992481202
SPR01654,1830.0,1742.0,95.19125683060109
QUA64117,208.0,198.0,95.1923076923077
SPR01377,312.0,297.0,95.1923076923077
SMD74224,7116.0,6774.0,95.19392917369309
SPR01435,458.0,436.0,95.19650655021834
AVE03400,958.0,912.0,95.19832985386222
AAGE919-50,1208.0,1150.0,95.19867549668874
AVE30570,125.0,119.0,95.2
AAGPM44-28,250.0,238.0,95.2
MLK3-T,125.0,119.0,95.2
TOP4151,271.0,258.0,95.20295202952029
MMMR330-12AP,813.0,774.0,95.20295202952029
ELD24211,292.0,278.0,95.20547945205479
BICGSF11-BE,1962.0,1868.0,95.20897043832824
SMD73795,355.0,338.0,95.21126760563381
ELD23350,606.0,577.0,95.21452145214522
CRD09260,230.0,219.0,95.21739130434783
GOJ9757-12,356.0,339.0,95.2247191011236
SOF48102,1131.0,1077.0,95.22546419098143
PENQE515A,587.0,559.0,95.22998296422487
AVE73803,818.0,779.0,95.2322738386308
BICVLG11-BK,7725.0,7357.0,95.23624595469256
RUB7818-00,21.0,20.0,95.23809523809524
SMD26200,84.0,80.0,95.23809523809524
DYM16965,21.0,20.0,95.23809523809524
ESS59203,273.0,260.0,95.23809523809524
AVE01412       ,21.0,20.0,95.23809523809524
MMM1740,21.0,20.0,95.23809523809524
WAU20248,84.0,80.0,95.23809523809524
TEIT79501,42.0,40.0,95.23809523809524
AVT78035,21.0,20.0,95.23809523809524
ESS7420BLU,315.0,300.0,95.23809523809524
SPR74161,588.0,560.0,95.23809523809524
PFI71150,21.0,20.0,95.23809523809524
PAC57504,21.0,20.0,95.23809523809524
SOUJ404-10,42.0,40.0,95.23809523809524
PAC57108,21.0,20.0,95.23809523809524
DTM13551,42.0,40.0,95.23809523809524
FEL58436,21.0,20.0,95.23809523809524
GEP2338AC,42.0,40.0,95.23809523809524
FEL95304,567.0,540.0,95.23809523809524
FEL91705,21.0,20.0,95.23809523809524
BRTTZ354,63.0,60.0,95.23809523809524
VCT1225-2,42.0,40.0,95.23809523809524
SWI79392,252.0,240.0,95.23809523809524
DBL5655-CA,21.0,20.0,95.23809523809524
QRT570S,21.0,20.0,95.23809523809524
QUA41765,63.0,60.0,95.23809523809524
MEA39710,63.0,60.0,95.23809523809524
